"player_name","player_id","game_year","woba_denom","bbe","woba","est_woba","xwoba","sa_xwoba","xwobacon","sa_xwobacon"
"Story, Trevor",596115,2020,257,170,0.37,0.335,0.325,0.335,67.5053589430944,70.0868446080781
"Story, Trevor",596115,2021,593,391,0.341,0.335,0.338,0.347,157.080825206759,162.352449148977
"Story, Trevor",596115,2022,392,239,0.316,0.301,0.316,0.308,102.17684678745,99.1163416642735
"Story, Trevor",596115,2023,168,103,0.249,0.266,0.277,0.281,39.5467087508797,40.1558330194085
"Stubbs, Garrett",596117,2021,36,29,0.205,0.212,0.248,0.219,7.51120930532774,6.46629070127043
"Stubbs, Garrett",596117,2022,120,77,0.355,0.275,0.291,0.307,25.0984083597981,27.025808168787
"Stubbs, Garrett",596117,2023,124,85,0.252,0.207,0.223,0.224,19.9392044981231,20.0645960312356
"Vogelbach, Daniel",596129,2020,134,81,0.317,0.335,0.336,0.35,31.0255502314385,32.9189919300083
"Vogelbach, Daniel",596129,2021,257,158,0.325,0.337,0.344,0.327,59.1185522329938,54.5282071282958
"Vogelbach, Daniel",596129,2022,458,272,0.349,0.35,0.358,0.347,113.749350056053,108.345196066375
"Vogelbach, Daniel",596129,2023,318,194,0.327,0.324,0.332,0.325,75.3469638800026,73.1311180124576
"Sánchez, Gary",596142,2020,177,91,0.271,0.314,0.311,0.321,39.5822575016122,41.4359515187572
"Sánchez, Gary",596142,2021,437,262,0.314,0.336,0.339,0.352,110.531490806406,115.832562814682
"Sánchez, Gary",596142,2022,470,287,0.29,0.321,0.332,0.341,122.928422140796,127.394859922517
"Sánchez, Gary",596142,2023,267,175,0.329,0.343,0.347,0.349,75.0560461300669,75.6526742949504
"Kepler, Max",596146,2020,195,133,0.328,0.34,0.336,0.33,48.6901557096724,47.5914897211649
"Kepler, Max",596146,2021,487,333,0.309,0.347,0.351,0.339,130.938897801723,125.259382848583
"Kepler, Max",596146,2022,445,326,0.298,0.338,0.356,0.354,121.270579092584,120.398780814459
"Kepler, Max",596146,2023,491,336,0.348,0.362,0.371,0.354,147.666047287083,139.757560002555
"Gomber, Austin",596295,2021,31,25,0.101,0.109,0.214,0.188,5.94709954809866,5.11603980302239
"Quinn, Roman",596451,2020,114,69,0.254,0.245,0.258,0.265,24.5605655449964,25.3162567649524
"Quinn, Roman",596451,2021,62,33,0.275,0.286,0.3,0.311,11.6116371315234,12.2689224831679
"Quinn, Roman",596451,2022,87,43,0.266,0.244,0.253,0.244,16.37624520056,15.6200198731872
"Franco, Maikel",596748,2020,240,187,0.329,0.307,0.309,0.303,63.5588490421701,62.1481593782801
"Franco, Maikel",596748,2021,403,313,0.263,0.27,0.276,0.277,95.076365554091,95.6145849294838
"Franco, Maikel",596748,2022,385,296,0.261,0.272,0.283,0.279,99.3456364769442,97.7898334130108
"García, Robel",596825,2021,116,66,0.194,0.224,0.232,0.228,20.6573385650911,20.1325393076982
"Choi, Ji Man",596847,2020,141,87,0.316,0.276,0.274,0.274,26.0128686829571,26.0007490391431
"Choi, Ji Man",596847,2021,305,171,0.334,0.342,0.356,0.359,75.7140630773995,76.6479482661445
"Choi, Ji Man",596847,2022,416,236,0.322,0.337,0.353,0.351,107.120518353636,106.180907189074
"Choi, Ji Man",596847,2023,117,71,0.267,0.349,0.363,0.356,34.820328557129,33.946646567766
"Bradley Jr., Jackie",598265,2020,213,141,0.352,0.301,0.303,0.306,47.8339914150718,48.3943373887354
"Bradley Jr., Jackie",598265,2021,427,257,0.224,0.253,0.265,0.247,86.5182434837425,78.6939530480003
"Bradley Jr., Jackie",598265,2022,368,269,0.252,0.268,0.288,0.284,89.2390052112376,87.7012279751973
"Bradley Jr., Jackie",598265,2023,111,76,0.18,0.246,0.262,0.223,24.1792589471797,19.8366447630369
"Motter, Taylor",600301,2021,29,18,0.259,0.236,0.246,0.217,5.04374546297931,4.18508366094898
"Motter, Taylor",600301,2023,82,45,0.204,0.232,0.235,0.217,15.0730094409783,13.6064625304796
"La Stella, Tommy",600303,2020,226,186,0.355,0.348,0.346,0.334,57.9963496880045,55.2536802493987
"La Stella, Tommy",600303,2021,241,195,0.307,0.342,0.348,0.327,71.1679188702815,66.2930773230001
"La Stella, Tommy",600303,2022,195,153,0.277,0.267,0.274,0.29,44.9987412040946,48.2040413214472
"La Stella, Tommy",600303,2023,24,16,0.249,0.244,0.246,0.255,3.80935140682225,4.02739798390254
"Severino, Pedro",600474,2020,176,119,0.312,0.337,0.329,0.336,46.0512556195222,47.2913581794165
"Severino, Pedro",600474,2021,418,275,0.299,0.311,0.316,0.315,108.170406258845,107.860896582769
"Severino, Pedro",600474,2022,21,11,0.303,0.227,0.219,0.228,2.50730926489563,2.67944686409002
"Núñez, Renato",600524,2020,216,132,0.347,0.315,0.311,0.325,53.1972092138446,56.2728419439752
"Núñez, Renato",600524,2021,55,37,0.287,0.211,0.224,0.249,10.8941083936321,12.2941155997497
"Candelario, Jeimer",600869,2020,205,135,0.373,0.356,0.354,0.358,57.971579325238,58.6322713968056
"Candelario, Jeimer",600869,2021,625,421,0.344,0.356,0.365,0.366,180.476815740441,180.908467084919
"Candelario, Jeimer",600869,2022,463,320,0.277,0.292,0.301,0.291,116.493564013739,111.622575306771
"Candelario, Jeimer",600869,2023,573,380,0.346,0.318,0.328,0.33,142.422614686788,143.44125952851
"Daza, Yonathan",602074,2021,324,247,0.304,0.286,0.307,0.307,83.2471764348679,83.3701559007565
"Daza, Yonathan",602074,2022,406,319,0.323,0.308,0.333,0.323,114.057648808518,110.116731515772
"Daza, Yonathan",602074,2023,78,62,0.286,0.253,0.264,0.253,17.8077345287409,16.9524446372597
"Castillo, Erick",602080,2021,9,7,0.272,0.188,0.209,0.197,1.17675895775418,1.07680129654868
"Urías, Ramón",602104,2020,27,19,0.413,0.392,0.395,0.391,9.25559329555201,9.16411283292981
"Urías, Ramón",602104,2021,295,185,0.341,0.344,0.353,0.359,80.444729484742,82.1573112778656
"Urías, Ramón",602104,2022,439,310,0.313,0.32,0.337,0.34,124.275202583329,125.487689363223
"Urías, Ramón",602104,2023,396,260,0.31,0.281,0.291,0.3,90.6709875871817,94.4356752795074
"Rondón, José",602922,2021,90,65,0.316,0.297,0.313,0.288,22.5460854757522,20.2980379869535
"Ahmed, Nick",605113,2020,215,151,0.318,0.304,0.31,0.312,54.1037303903131,54.4700307636017
"Ahmed, Nick",605113,2021,468,333,0.269,0.249,0.262,0.28,99.4293682305368,107.87060148771
"Ahmed, Nick",605113,2022,54,37,0.302,0.227,0.25,0.291,12.0804227811191,14.3162432961405
"Ahmed, Nick",605113,2023,208,144,0.247,0.263,0.279,0.279,49.6050634039664,49.7019104886627
"Anderson, Brian",605119,2020,228,135,0.348,0.324,0.323,0.328,54.7357972439555,55.7923036889684
"Anderson, Brian",605119,2021,262,168,0.314,0.299,0.308,0.313,60.3723589861675,61.7085829093781
"Anderson, Brian",605119,2022,380,237,0.293,0.309,0.327,0.323,94.7578091105723,93.3972959136352
"Anderson, Brian",605119,2023,360,212,0.299,0.316,0.324,0.319,88.6242273213181,86.7565786538666
"Barnes, Austin",605131,2020,102,65,0.306,0.274,0.289,0.289,18.999196022508,18.928978919303
"Barnes, Austin",605131,2021,223,145,0.285,0.274,0.282,0.271,46.8331558188134,44.3909700150522
"Barnes, Austin",605131,2022,210,145,0.315,0.298,0.313,0.322,44.8247077183974,46.6646802418525
"Barnes, Austin",605131,2023,199,138,0.229,0.273,0.285,0.283,43.4460668000725,43.019654253417
"Bell, Josh",605137,2020,219,140,0.286,0.297,0.302,0.292,52.0830104456797,49.9266017352939
"Bell, Josh",605137,2021,565,399,0.352,0.367,0.376,0.371,166.72521647923,164.370813875429
"Bell, Josh",605137,2022,642,455,0.344,0.349,0.361,0.36,174.126804253858,173.633791692989
"Bell, Josh",605137,2023,611,412,0.323,0.345,0.351,0.352,170.641277296002,171.257497826051
"Betts, Mookie",605141,2020,243,180,0.39,0.362,0.361,0.364,70.1605615469432,70.8838541244838
"Betts, Mookie",605141,2021,546,383,0.365,0.357,0.363,0.362,144.367742255819,143.713149791185
"Betts, Mookie",605141,2022,636,469,0.373,0.344,0.36,0.364,184.954592331505,187.660817554288
"Betts, Mookie",605141,2023,690,482,0.416,0.407,0.418,0.425,217.674973414359,222.507006763532
"Caratini, Victor",605170,2020,131,85,0.297,0.285,0.29,0.286,27.4427730874251,26.9475443575949
"Caratini, Victor",605170,2021,347,234,0.273,0.29,0.3,0.28,82.4823732462474,75.6191888670131
"Caratini, Victor",605170,2022,312,207,0.289,0.309,0.325,0.314,74.0868200106892,70.5447486321942
"Caratini, Victor",605170,2023,226,159,0.312,0.31,0.319,0.321,56.705007765338,57.2093379652086
"Davies, Zach",605200,2021,34,36,0.155,0.156,0.256,0.239,8.70155144453864,8.11986160129126
"Davis, J.D.",605204,2020,227,134,0.339,0.359,0.367,0.367,57.3116813162134,57.4067813127747
"Davis, J.D.",605204,2021,210,113,0.357,0.338,0.345,0.338,52.0984917256869,50.7097117384386
"Davis, J.D.",605204,2022,364,198,0.333,0.353,0.364,0.367,101.609103502624,102.752066087493
"Davis, J.D.",605204,2023,544,334,0.321,0.326,0.331,0.341,140.206091294129,145.859227115899
"Fisher, Derek",605233,2020,39,21,0.348,0.344,0.344,0.371,8.53041867423859,9.56823243107236
"Fisher, Derek",605233,2021,8,7,0.306,0.155,0.162,0.12,1.29609675158495,0.963304651859762
"Garcia, Aramis",605244,2021,92,62,0.244,0.229,0.246,0.26,19.7946682017697,21.1428437038508
"Garcia, Aramis",605244,2022,113,75,0.228,0.247,0.258,0.244,25.6177308267219,24.1116039602697
"Machín, Vimael",605353,2020,71,53,0.25,0.338,0.344,0.323,18.8076440222485,17.3351118217442
"Machín, Vimael",605353,2021,35,24,0.16,0.19,0.22,0.21,5.59240135024884,5.24877707137279
"Machín, Vimael",605353,2022,253,179,0.268,0.301,0.312,0.297,59.9769437471806,56.2125635043217
"Martini, Nick",605361,2021,44,29,0.287,0.326,0.329,0.289,10.9943102985783,9.21214205105476
"Martini, Nick",605361,2023,79,57,0.382,0.352,0.364,0.367,23.8950083902128,24.1082288765355
"Musgrove, Joe",605397,2021,53,33,0.143,0.112,0.15,0.151,7.23524187289227,7.32398866199661
"Nola, Aaron",605400,2021,56,28,0.197,0.179,0.215,0.226,7.84889769524718,8.44180424470295
"Panik, Joe",605412,2020,140,91,0.296,0.322,0.325,0.306,30.7425620321396,28.1686461747974
"Panik, Joe",605412,2021,255,204,0.244,0.273,0.29,0.286,61.3286636675186,60.4015630795737
"Pérez, Michael",605421,2020,93,58,0.217,0.303,0.293,0.252,21.6303675176141,17.8225023761701
"Pérez, Michael",605421,2021,230,141,0.225,0.244,0.251,0.253,43.6782783536356,44.219467005103
"Pérez, Michael",605421,2022,131,90,0.228,0.276,0.285,0.267,30.3322247976355,28.0062721173247
"Ross, Joe",605452,2021,34,23,0.248,0.211,0.271,0.264,7.80299451223538,7.59256989326525
"Smith, Mallex",605480,2020,46,31,0.158,0.181,0.178,0.169,6.79482731281486,6.37929709318904
"Snell, Blake",605483,2021,34,20,0.103,0.126,0.147,0.12,5.01420733968622,4.0697945131861
"Starling, Bubba",605490,2020,64,33,0.204,0.223,0.224,0.242,11.5331281619539,12.6594873586461
"Thomas, Dillon",605504,2022,14,5,0.213,0.217,0.221,0.2,0.995932280126912,0.6937516151766
"Thompson, Zach",605507,2021,15,9,0.141,0.063,0.131,0.154,1.96321510636795,2.31438948398991
"Woodruff, Brandon",605540,2021,55,27,0.134,0.143,0.161,0.156,6.77534806519546,6.47559543719036
"Zimmer, Bradley",605548,2020,49,23,0.299,0.282,0.269,0.288,4.76851398507324,5.69346880510702
"Zimmer, Bradley",605548,2021,348,180,0.3,0.317,0.318,0.31,79.106831249695,76.3866858038656
"Zimmer, Bradley",605548,2022,116,61,0.203,0.225,0.243,0.218,20.5016804609848,17.6424493838632
"Castro, Harold",605612,2020,54,38,0.369,0.33,0.318,0.3,13.6512772606845,12.6856737721249
"Castro, Harold",605612,2021,335,252,0.291,0.315,0.326,0.315,98.7279695295402,95.0827849631199
"Castro, Harold",605612,2022,435,342,0.297,0.316,0.332,0.332,132.694900949071,132.679932385177
"Castro, Harold",605612,2023,269,195,0.258,0.263,0.275,0.261,67.7054436285905,63.9817127901779
"Quiroz, Esteban",606019,2022,46,32,0.303,0.29,0.319,0.331,10.4828799037258,11.0156813235942
"Arcia, Orlando",606115,2020,188,141,0.317,0.338,0.336,0.341,52.679437459034,53.5418099968407
"Arcia, Orlando",606115,2021,88,63,0.245,0.25,0.262,0.267,18.8493516154702,19.3053757580378
"Arcia, Orlando",606115,2022,233,159,0.321,0.329,0.344,0.349,63.9443767857995,65.2537112278394
"Arcia, Orlando",606115,2023,529,386,0.321,0.307,0.315,0.324,137.132039579054,142.159206349739
"Tapia, Raimel",606132,2020,204,149,0.338,0.285,0.292,0.303,48.3149669565794,50.6459112166284
"Tapia, Raimel",606132,2021,528,419,0.305,0.273,0.289,0.282,125.528095105897,121.710901869701
"Tapia, Raimel",606132,2022,429,333,0.293,0.286,0.304,0.299,119.052884440237,117.274881581364
"Tapia, Raimel",606132,2023,168,110,0.293,0.297,0.314,0.297,40.1251455974675,37.3238951372518
"Aquino, Aristides",606157,2020,56,29,0.285,0.311,0.311,0.307,11.1302659442827,10.8856353196834
"Aquino, Aristides",606157,2021,202,101,0.303,0.304,0.307,0.311,43.8310374191847,44.5657792870801
"Aquino, Aristides",606157,2022,272,154,0.267,0.243,0.255,0.273,57.5397289830118,62.2504657635175
"Hernández, Teoscar",606192,2020,206,126,0.384,0.401,0.394,0.397,70.6016837334439,71.3835139456238
"Hernández, Teoscar",606192,2021,590,400,0.369,0.37,0.378,0.382,193.570585734754,196.26470873452
"Hernández, Teoscar",606192,2022,534,347,0.348,0.351,0.369,0.361,172.298240534327,168.321921412839
"Hernández, Teoscar",606192,2023,674,419,0.317,0.336,0.344,0.337,200.862272790422,196.484241098257
"Mercedes, Yermín",606213,2021,261,194,0.317,0.313,0.318,0.319,68.9527644268391,69.1596546172299
"Mercedes, Yermín",606213,2022,83,56,0.301,0.329,0.344,0.329,21.5247577048374,20.3072145859717
"Peraza, José",606299,2020,119,92,0.27,0.291,0.284,0.264,28.1534852890791,25.8212807128983
"Peraza, José",606299,2021,154,116,0.28,0.268,0.276,0.265,34.0419777607513,32.353127049084
"Marte, Ketel",606466,2020,192,160,0.316,0.306,0.307,0.305,51.1830212590005,50.854731527734
"Marte, Ketel",606466,2021,371,281,0.385,0.372,0.377,0.38,118.774096520409,119.886477714706
"Marte, Ketel",606466,2022,554,395,0.317,0.315,0.328,0.323,141.215125637973,138.191407907131
"Marte, Ketel",606466,2023,648,465,0.361,0.342,0.352,0.346,176.591161236203,172.369733172421
"Greiner, Grayson",606988,2020,54,30,0.22,0.269,0.266,0.232,11.5855950919924,9.70793076900793
"Greiner, Grayson",606988,2021,81,42,0.293,0.24,0.249,0.266,13.8856743029593,15.21455519739
"Haase, Eric",606992,2021,381,234,0.316,0.322,0.331,0.338,106.379871477531,109.186856883116
"Haase, Eric",606992,2022,348,227,0.322,0.302,0.317,0.324,93.4210426422277,96.0734035085018
"Haase, Eric",606992,2023,290,195,0.233,0.253,0.268,0.259,66.5826940680791,63.9171755815875
"Hager, Jake",606993,2021,30,12,0.18,0.232,0.238,0.229,4.3445829010605,4.07154324133902
"Hager, Jake",606993,2022,58,34,0.291,0.247,0.262,0.251,9.58811734068138,8.93296477316904
"Nimmo, Brandon",607043,2020,223,141,0.387,0.359,0.36,0.359,53.0471234093995,52.7799791026763
"Nimmo, Brandon",607043,2021,382,246,0.369,0.345,0.361,0.362,96.742342164811,97.001270123295
"Nimmo, Brandon",607043,2022,668,468,0.353,0.338,0.358,0.35,178.102872471787,172.970645652651
"Nimmo, Brandon",607043,2023,679,451,0.359,0.352,0.362,0.371,186.687013793662,192.908411359234
"Peterson, Jace",607054,2020,61,26,0.344,0.343,0.342,0.337,10.3495065143775,10.0856612166861
"Peterson, Jace",607054,2021,301,192,0.318,0.319,0.33,0.32,70.5940970817025,67.6199401436246
"Peterson, Jace",607054,2022,323,207,0.306,0.3,0.319,0.298,79.7787498724637,72.999213538105
"Peterson, Jace",607054,2023,425,277,0.275,0.287,0.297,0.285,91.7406474532174,86.9313291678475
"Wilson, Jacob",607111,2021,21,17,0.209,0.224,0.241,0.225,4.35466380682742,4.01860176851955
"Fedde, Erick",607200,2021,38,28,0.018,0.096,0.136,0.112,4.4838787002273,3.55004346389209
"Turner, Trea",607208,2020,256,196,0.413,0.383,0.378,0.396,79.8403944915345,84.4484426483801
"Turner, Trea",607208,2021,642,487,0.386,0.364,0.374,0.376,208.464077611122,209.845748716037
"Turner, Trea",607208,2022,704,524,0.35,0.335,0.355,0.35,216.815903404081,213.810134133418
"Turner, Trea",607208,2023,689,490,0.333,0.33,0.342,0.34,201.21049742116,200.118140454556
"Taylor, Beau",607333,2020,23,12,0.099,0.165,0.176,0.18,2.63994613769929,2.74456445273918
"Smith, Kevan",607345,2020,38,19,0.363,0.342,0.318,0.349,7.8875625578971,9.06012426225158
"Smith, Kevan",607345,2021,103,64,0.196,0.219,0.23,0.23,18.8328369994139,18.8246701998816
"Beaty, Matt",607461,2020,54,36,0.28,0.286,0.279,0.299,12.286072535626,13.3596631454356
"Beaty, Matt",607461,2021,234,160,0.339,0.308,0.315,0.313,52.6480156567924,52.315612709236
"Beaty, Matt",607461,2022,47,35,0.158,0.243,0.251,0.231,8.98576461626567,8.03607708633564
"Beaty, Matt",607461,2023,71,47,0.3,0.273,0.266,0.27,11.9083092226104,12.1578339595975
"Blandino, Alex",607468,2021,82,42,0.27,0.256,0.26,0.252,12.8822020672256,12.304762180733
"Freeland, Kyle",607536,2021,36,21,0.195,0.153,0.211,0.196,6.19034719830256,5.64214419370116
"Pillar, Kevin",607680,2020,219,164,0.341,0.328,0.318,0.321,59.8913787170013,60.3946943567445
"Pillar, Kevin",607680,2021,347,245,0.297,0.281,0.282,0.29,83.2029761192029,86.0551055689512
"Pillar, Kevin",607680,2022,13,8,0.15,0.272,0.289,0.26,3.05259334474061,2.67937634541061
"Pillar, Kevin",607680,2023,206,150,0.28,0.295,0.302,0.324,58.0797679289571,62.4813708663607
"Stallings, Jacob",607732,2020,140,87,0.309,0.277,0.278,0.282,28.4764184582758,28.9994738280679
"Stallings, Jacob",607732,2021,427,291,0.312,0.314,0.324,0.322,102.649517651189,101.668433511811
"Stallings, Jacob",607732,2022,383,266,0.265,0.274,0.287,0.279,85.4058901407681,82.2372393307461
"Stallings, Jacob",607732,2023,270,176,0.256,0.262,0.276,0.278,53.5423942191655,54.0924266030027
"Ramírez, José",608070,2020,253,176,0.415,0.373,0.369,0.376,69.6539850894277,71.4221412164132
"Ramírez, José",608070,2021,623,466,0.372,0.376,0.385,0.389,191.50460427199,194.348047980458
"Ramírez, José",608070,2022,664,527,0.363,0.32,0.338,0.34,185.620130860585,187.049635258162
"Ramírez, José",608070,2023,668,544,0.346,0.359,0.37,0.366,210.689214257088,207.941054946274
"Bregman, Alex",608324,2020,178,127,0.345,0.332,0.334,0.345,41.9675132694219,43.9931285649846
"Bregman, Alex",608324,2021,395,298,0.336,0.332,0.338,0.34,102.875115053081,103.305507414415
"Bregman, Alex",608324,2022,654,480,0.358,0.35,0.368,0.378,172.872246626376,179.62811880882
"Bregman, Alex",608324,2023,723,537,0.351,0.351,0.358,0.354,189.487915845965,186.719968475745
"De Jong, Chase",608328,2021,12,10,0.103,0.123,0.194,0.189,2.33012334218008,2.26296740765654
"Fried, Max",608331,2021,59,45,0.289,0.27,0.324,0.308,16.3056810022154,15.392223256787
"Gallo, Joey",608336,2020,223,112,0.297,0.315,0.303,0.301,45.8421434390303,45.4746184045515
"Gallo, Joey",608336,2021,609,284,0.348,0.352,0.362,0.361,141.944991710216,141.598545171529
"Gallo, Joey",608336,2022,410,187,0.286,0.294,0.307,0.309,84.5796829879912,85.5617176699655
"Gallo, Joey",608336,2023,331,139,0.32,0.295,0.297,0.294,63.9618992760923,62.9749466687796
"Kelly, Carson",608348,2020,129,93,0.279,0.27,0.271,0.28,30.0917563092797,31.2231885633812
"Kelly, Carson",608348,2021,358,235,0.328,0.346,0.351,0.347,91.1874076890269,89.9575483793818
"Kelly, Carson",608348,2022,353,249,0.275,0.288,0.304,0.295,84.0545613096305,80.9704279949662
"Kelly, Carson",608348,2023,151,97,0.255,0.245,0.249,0.257,27.8054811879668,28.9904773994506
"Seager, Corey",608369,2020,229,173,0.394,0.434,0.428,0.422,85.31614215253,84.0712816869524
"Seager, Corey",608369,2021,407,290,0.389,0.392,0.402,0.38,127.739046150407,118.845869251568
"Seager, Corey",608369,2022,654,492,0.331,0.372,0.385,0.371,211.383922084434,201.719411402157
"Seager, Corey",608369,2023,527,395,0.419,0.412,0.421,0.428,191.157775955033,194.682055286832
"Winker, Jesse",608385,2020,182,103,0.396,0.397,0.393,0.414,48.4485150329914,52.1827955007342
"Winker, Jesse",608385,2021,484,348,0.403,0.39,0.4,0.396,150.932971588578,149.198562041543
"Winker, Jesse",608385,2022,545,355,0.313,0.345,0.355,0.355,132.810529141578,132.343524081474
"Winker, Jesse",608385,2023,196,116,0.269,0.287,0.289,0.284,35.6165219322281,34.6004169330425
"Godoy, José",608422,2021,40,23,0.193,0.186,0.194,0.183,5.6559099660411,5.23910826657994
"Godoy, José",608422,2022,22,11,0.103,0.158,0.174,0.169,2.42433273114249,2.3140198854584
"Lugo, Dawel",608475,2020,11,9,0.224,0.248,0.222,0.208,1.73999942314758,1.59255159130866
"Márquez, Germán",608566,2021,53,47,0.288,0.284,0.334,0.319,17.7094803144358,16.9112328283376
"Mazara, Nomar",608577,2020,149,91,0.267,0.291,0.275,0.272,31.8433200853117,31.3889757235983
"Mazara, Nomar",608577,2021,181,121,0.264,0.271,0.28,0.277,40.1224284247626,39.5664149319699
"Mazara, Nomar",608577,2022,171,119,0.297,0.294,0.301,0.293,43.0092355889207,41.7856738920071
