"player_name","player_id","game_year","woba_denom","bbe","woba","est_woba","xwoba","sa_xwoba","xwobacon","sa_xwobacon"
"Cronenworth, Jake",630105,2023,516,364,0.301,0.305,0.317,0.315,124.877955021671,124.061792047732
"Crowe, Wil",640444,2021,37,25,0.096,0.162,0.193,0.173,5.73483114503148,4.98440727348208
"Ervin, Phillip",640447,2020,89,52,0.239,0.251,0.258,0.27,12.4740032268195,13.5381706732325
"Frazier, Clint",640449,2020,160,88,0.388,0.363,0.358,0.382,37.6912149642798,41.5420334679075
"Frazier, Clint",640449,2021,218,118,0.289,0.313,0.315,0.305,44.0718457915868,41.9207418919978
"Frazier, Clint",640449,2022,45,26,0.305,0.3,0.313,0.308,8.50545053791813,8.26055041011863
"Frazier, Clint",640449,2023,76,43,0.256,0.255,0.262,0.271,12.93668252255,13.6228871357028
"Meadows, Austin",640457,2020,150,82,0.292,0.278,0.272,0.265,28.1993166511171,27.1544434703911
"Meadows, Austin",640457,2021,586,402,0.327,0.326,0.331,0.326,150.542583098848,147.34625312298
"Meadows, Austin",640457,2022,146,110,0.307,0.38,0.388,0.371,43.367391908987,40.9383794878457
"Meadows, Austin",640457,2023,21,18,0.227,0.22,0.226,0.254,4.75122561088808,5.34072249576881
"Mercado, Óscar",640458,2020,92,61,0.159,0.193,0.203,0.193,15.1362679620525,14.2269772985378
"Mercado, Óscar",640458,2021,236,172,0.294,0.279,0.288,0.315,51.837744728791,58.1779545261813
"Mercado, Óscar",640458,2022,128,93,0.266,0.258,0.273,0.277,30.7091048672347,31.3179538450747
"Mercado, Óscar",640458,2023,32,27,0.304,0.273,0.284,0.286,8.38369053271522,8.46277323878436
"Pinder, Chad",640461,2020,61,43,0.299,0.325,0.331,0.313,16.6827581428852,15.5867700184933
"Pinder, Chad",640461,2021,233,153,0.307,0.354,0.36,0.352,71.394234533043,69.4052849331518
"Pinder, Chad",640461,2022,375,243,0.281,0.28,0.289,0.288,98.5991764192524,98.3192659379618
"Alzolay, Adbert",640470,2021,32,19,0.088,0.08,0.1,0.099,2.5061395862291,2.46152508400508
"Azocar, José",640492,2022,213,158,0.278,0.272,0.294,0.291,54.3080506334132,53.6034028860232
"Azocar, José",640492,2023,97,72,0.28,0.305,0.34,0.336,28.7580499454416,28.3723358748659
"López, Pablo",641154,2021,33,18,0.075,0.132,0.158,0.139,5.20349129364577,4.57285293670019
"Anderson, Tim",641313,2020,220,158,0.376,0.358,0.354,0.346,69.3765593185794,67.7524250977839
"Anderson, Tim",641313,2021,543,402,0.345,0.329,0.336,0.344,166.81276634717,171.309953171841
"Anderson, Tim",641313,2022,348,275,0.323,0.34,0.357,0.363,111.642671109527,113.691021559978
"Anderson, Tim",641313,2023,523,372,0.26,0.284,0.291,0.291,131.938473322997,131.713892458059
"Bauers, Jake",641343,2021,313,203,0.257,0.297,0.305,0.287,73.737289690583,68.1862942937615
"Bauers, Jake",641343,2023,272,149,0.297,0.336,0.34,0.343,73.7158252862266,74.479358405339
"Bellinger, Cody",641355,2020,238,167,0.337,0.374,0.37,0.383,68.3887081012519,71.4831010290747
"Bellinger, Cody",641355,2021,347,223,0.237,0.281,0.284,0.279,77.4890125721212,75.9777863185697
"Bellinger, Cody",641355,2022,549,359,0.284,0.278,0.292,0.285,132.20313102112,128.737367885794
"Bellinger, Cody",641355,2023,552,423,0.37,0.327,0.338,0.331,156.928027731054,153.543861936129
"Calhoun, Willie",641432,2020,107,84,0.217,0.234,0.234,0.224,20.8558163810467,19.8156145621424
"Calhoun, Willie",641432,2021,284,227,0.301,0.323,0.337,0.325,79.7309242382868,76.3325341413053
"Calhoun, Willie",641432,2022,61,43,0.249,0.309,0.323,0.301,12.6944931701114,11.3756689892119
"Calhoun, Willie",641432,2023,148,115,0.307,0.305,0.318,0.297,37.9348930964085,34.8691807983457
"Collins, Zack",641470,2020,18,11,0.146,0.261,0.255,0.256,3.19280805854329,3.20045059545135
"Collins, Zack",641470,2021,228,126,0.3,0.323,0.332,0.312,51.866363253066,47.2889006814316
"Collins, Zack",641470,2022,108,57,0.245,0.257,0.263,0.278,21.4239019505679,23.0568096002023
"Crawford, J.P.",641487,2020,230,165,0.303,0.318,0.318,0.3,54.8690623885511,50.8372315350129
"Crawford, J.P.",641487,2021,683,508,0.314,0.298,0.313,0.312,170.436181423762,169.728903607954
"Crawford, J.P.",641487,2022,597,441,0.306,0.315,0.332,0.325,143.387434364829,139.713042345599
"Crawford, J.P.",641487,2023,633,413,0.359,0.34,0.351,0.352,153.498437782501,154.163292724168
"Davis, Jonathan",641505,2020,34,17,0.35,0.35,0.333,0.315,7.83114639995274,7.19316789314408
"Davis, Jonathan",641505,2021,103,62,0.21,0.284,0.295,0.281,19.8563566019987,18.3957206228791
"Davis, Jonathan",641505,2022,90,51,0.278,0.284,0.302,0.299,17.4143985498199,17.0709123058666
"Davis, Jonathan",641505,2023,102,65,0.298,0.292,0.312,0.314,25.4987460847405,25.7183080376536
"Delay, Jason",641511,2022,166,106,0.243,0.23,0.24,0.24,32.2008869937346,32.1896135537729
"Delay, Jason",641511,2023,184,125,0.296,0.263,0.283,0.29,40.1316990011462,41.4928468508593
"DeLuzio, Ben",641512,2022,24,16,0.242,0.33,0.362,0.344,5.88827887917545,5.44672164047223
"Demeritte, Travis",641513,2020,33,15,0.23,0.283,0.292,0.292,6.84728791632279,6.83307373434644
"Demeritte, Travis",641513,2022,96,58,0.263,0.263,0.271,0.279,21.8376499981358,22.605613876625
"Dixon, Brandon",641525,2020,14,9,0.138,0.25,0.248,0.2,2.77518041608907,2.09464334584577
"Dixon, Brandon",641525,2023,86,50,0.249,0.238,0.246,0.246,17.6735636237995,17.6335695936766
"Dozier, Hunter",641531,2020,185,108,0.326,0.331,0.325,0.328,40.4627918885048,41.0775327318984
"Dozier, Hunter",641531,2021,543,338,0.293,0.299,0.302,0.307,128.854015957218,131.900818594893
"Dozier, Hunter",641531,2022,498,336,0.298,0.301,0.317,0.317,131.993515155791,131.940035956129
"Dozier, Hunter",641531,2023,91,54,0.247,0.241,0.259,0.263,17.9375017112414,18.2971248969293
"Engel, Adam",641553,2020,91,67,0.347,0.3,0.299,0.308,23.7410225712261,24.5313362281149
"Engel, Adam",641553,2021,138,91,0.354,0.348,0.353,0.37,37.4719141493295,39.8621854137633
"Engel, Adam",641553,2022,258,168,0.256,0.246,0.254,0.254,55.6627295570541,55.6312914065242
"Fargas, Johneshwy",641561,2021,52,37,0.275,0.209,0.224,0.251,10.9487053024986,12.3334507731558
"Fowler, Dustin",641583,2021,46,22,0.202,0.183,0.186,0.174,5.73847877824394,5.22428667469268
"Fraley, Jake",641584,2020,29,15,0.231,0.203,0.201,0.222,3.7284245033009,4.34341097496004
"Fraley, Jake",641584,2021,263,146,0.322,0.335,0.342,0.335,57.1587516785348,55.1329008144977
"Fraley, Jake",641584,2022,244,162,0.352,0.333,0.346,0.35,64.7515544090657,65.9191659999933
"Fraley, Jake",641584,2023,376,264,0.338,0.328,0.337,0.334,97.8773679160453,97.0346613691382
"Garver, Mitch",641598,2020,81,36,0.232,0.24,0.243,0.263,14.1012355108708,15.6687643593386
"Garver, Mitch",641598,2021,243,138,0.372,0.386,0.389,0.398,70.6079253845821,72.7938322840396
"Garver, Mitch",641598,2022,215,137,0.308,0.319,0.329,0.348,53.175745300103,57.2267250424637
"Garver, Mitch",641598,2023,342,214,0.374,0.365,0.37,0.374,94.9916704181265,96.4309780515514
"Guillorme, Luis",641645,2020,68,41,0.381,0.317,0.315,0.334,14.4093738667109,15.7057886585165
"Guillorme, Luis",641645,2021,153,110,0.311,0.302,0.312,0.321,32.9723854526655,34.4783879704065
"Guillorme, Luis",641645,2022,332,253,0.311,0.302,0.321,0.312,82.1816677828087,79.2077630359587
"Guillorme, Luis",641645,2023,116,82,0.269,0.236,0.252,0.252,22.898709507856,22.9044006634682
"Hampson, Garrett",641658,2020,180,110,0.29,0.297,0.302,0.283,45.2779507837132,41.7589193579836
"Hampson, Garrett",641658,2021,487,337,0.288,0.291,0.3,0.283,122.167400086959,113.880508053212
"Hampson, Garrett",641658,2022,220,138,0.267,0.261,0.28,0.275,46.2024449126825,45.1225109300039
"Hampson, Garrett",641658,2023,247,157,0.323,0.291,0.309,0.316,58.1591706967012,59.7488193261336
"Heim, Jonah",641680,2020,41,35,0.223,0.299,0.297,0.274,10.0619627055357,9.13603886830531
"Heim, Jonah",641680,2021,283,210,0.256,0.285,0.298,0.287,73.2053017308891,70.0434142847139
"Heim, Jonah",641680,2022,448,319,0.306,0.291,0.307,0.317,108.018972620416,112.465236741346
"Heim, Jonah",641680,2023,498,363,0.324,0.324,0.334,0.329,138.8761887205,136.387841410067
"Hermosillo, Michael",641684,2021,38,23,0.307,0.324,0.29,0.29,9.63407601347492,9.61130086683411
"Hermosillo, Michael",641684,2022,72,35,0.203,0.259,0.268,0.277,11.6127899533905,12.2264211591936
"Katoh, Gosuke",641741,2022,10,7,0.333,0.344,0.376,0.389,1.6571133837301,1.79277521069274
"Kuhl, Chad",641771,2021,22,12,0.071,0.126,0.159,0.159,2.80473312882576,2.80101605072564
"Lauer, Eric",641778,2021,30,17,0.24,0.204,0.286,0.267,5.76854242827977,5.20494938785824
"Leblanc, Charles",641779,2022,169,103,0.318,0.285,0.301,0.314,41.7239518861512,43.923590358983
"Lewis, Kyle",641786,2020,241,136,0.349,0.344,0.341,0.332,58.456097284461,56.1080970677464
"Lewis, Kyle",641786,2021,147,93,0.32,0.35,0.357,0.35,40.5747232184657,39.5079779683116
"Lewis, Kyle",641786,2022,61,36,0.239,0.3,0.304,0.295,14.3450649417546,13.8066894309007
"Lewis, Kyle",641786,2023,54,30,0.204,0.22,0.222,0.224,9.90515652337421,9.99075009256053
"Locastro, Tim",641796,2020,81,56,0.376,0.344,0.352,0.358,20.0862241459332,20.5902665999451
"Locastro, Tim",641796,2021,156,106,0.237,0.258,0.266,0.259,30.2226021743411,29.220244470418
"Locastro, Tim",641796,2022,45,35,0.259,0.316,0.342,0.331,13.2756184360686,12.8056790117092
"Locastro, Tim",641796,2023,65,36,0.327,0.315,0.319,0.318,14.4170997628423,14.3439828038588
"Mahle, Tyler",641816,2021,59,43,0.092,0.198,0.25,0.218,11.9653732345206,10.0605447474835
"Mancini, Trey",641820,2021,611,413,0.326,0.341,0.35,0.359,175.489933341459,180.771309003844
"Mancini, Trey",641820,2022,584,388,0.312,0.327,0.336,0.349,153.792238561696,161.048518741373
"Mancini, Trey",641820,2023,261,159,0.28,0.272,0.27,0.274,55.0540103379277,56.098441323924
"Martin, Jason",641829,2020,11,5,0.127,0.168,0.164,0.165,0.408463443361634,0.41232377486295
"Martin, Jason",641829,2021,152,104,0.26,0.28,0.293,0.258,38.8965521752462,33.6686458603725
"McKinney, Billy",641856,2021,298,188,0.277,0.288,0.297,0.299,66.8928602344469,67.4826814528609
"McKinney, Billy",641856,2022,56,37,0.144,0.2,0.221,0.223,10.2522208106225,10.3716770724544
"McKinney, Billy",641856,2023,146,90,0.315,0.346,0.356,0.35,40.0969342468714,39.17711247913
"McMahon, Ryan",641857,2020,191,105,0.308,0.296,0.3,0.294,43.35158457752,42.0989546533851
"McMahon, Ryan",641857,2021,592,384,0.334,0.325,0.335,0.328,155.554928101724,151.66223376732
"McMahon, Ryan",641857,2022,596,372,0.326,0.33,0.341,0.339,157.681333017394,156.595464552795
"McMahon, Ryan",641857,2023,625,360,0.325,0.335,0.34,0.329,165.885270586712,158.90105189552
"Neuse, Sheldon",641914,2021,66,39,0.214,0.249,0.252,0.23,15.9209595530434,14.5031012338371
"Neuse, Sheldon",641914,2022,289,187,0.253,0.254,0.269,0.269,62.4034524850365,62.3544071175376
"Nottingham, Jacob",641924,2020,54,28,0.313,0.3,0.291,0.313,11.4900955678579,12.695498414235
"Nottingham, Jacob",641924,2021,45,21,0.263,0.246,0.243,0.27,8.1451963094272,9.34284908653818
"Odom, Joseph",641929,2020,43,20,0.168,0.178,0.189,0.18,5.34175525451054,4.95134037576304
"O'Neill, Tyler",641933,2020,156,96,0.271,0.29,0.283,0.282,32.2785299768666,32.1217028366566
"O'Neill, Tyler",641933,2021,537,318,0.384,0.392,0.396,0.405,176.94765052259,181.991268803966
"O'Neill, Tyler",641933,2022,382,237,0.307,0.331,0.346,0.343,102.954841494124,101.626617164068
"O'Neill, Tyler",641933,2023,265,170,0.313,0.337,0.343,0.349,71.343344733088,72.9253306567407
"Palacios, Joshua",641943,2021,41,26,0.236,0.302,0.325,0.341,9.83150242570235,10.4896468796939
"Palacios, Joshua",641943,2022,49,32,0.225,0.221,0.227,0.212,9.71746941311807,8.96683775065966
"Palacios, Joshua",641943,2023,260,192,0.297,0.318,0.335,0.321,77.3331767791845,73.5712259244695
"Robinson, Chuckie",642020,2022,59,43,0.173,0.26,0.278,0.283,16.4018422162801,16.6990614468988
"Sisco, Chance",642082,2020,121,57,0.335,0.327,0.317,0.328,22.1987716329821,23.5294201781495
"Sisco, Chance",642082,2021,82,52,0.205,0.224,0.23,0.244,12.5315570553335,13.7276712336057
"Smith, Dominic",642086,2020,198,134,0.412,0.392,0.389,0.386,63.6814073120994,63.1693025691051
"Smith, Dominic",642086,2021,490,339,0.291,0.325,0.334,0.335,136.229121880226,136.875986440501
"Smith, Dominic",642086,2022,152,99,0.254,0.293,0.306,0.289,35.3807534731582,32.7413267521397
"Smith, Dominic",642086,2023,585,438,0.306,0.32,0.331,0.326,154.672836033957,151.73704986024
"Tellez, Rowdy",642133,2020,122,90,0.369,0.368,0.366,0.339,36.8967349542646,33.7043445529682
"Tellez, Rowdy",642133,2021,319,231,0.306,0.34,0.351,0.342,95.7260788522254,92.8542482058863
"Tellez, Rowdy",642133,2022,588,409,0.327,0.349,0.361,0.342,171.617770212094,160.535994382434
"Tellez, Rowdy",642133,2023,346,229,0.288,0.306,0.311,0.298,84.5217685254266,79.9957909572809
"Thaiss, Matt",642136,2020,25,13,0.262,0.236,0.227,0.228,2.86464556318125,2.90773601188734
"Thaiss, Matt",642136,2022,80,46,0.286,0.289,0.297,0.289,16.7990609904736,16.1240622694227
"Thaiss, Matt",642136,2023,306,182,0.295,0.331,0.337,0.313,74.3043240874936,67.1658225186168
"Thomas, Cody",642137,2022,32,18,0.264,0.247,0.256,0.236,6.7976247645246,6.14475781906513
"Thomas, Cody",642137,2023,46,25,0.3,0.209,0.22,0.224,7.33342884361246,7.50657175642687
"Valaika, Pat",642162,2020,148,107,0.337,0.323,0.32,0.319,41.7007415017498,41.6834011644728
"Valaika, Pat",642162,2021,280,187,0.238,0.265,0.273,0.281,63.7774918549115,65.9468885248721
"VanMeter, Josh",642165,2020,78,44,0.222,0.294,0.291,0.289,16.4080414037434,16.2562840087505
"VanMeter, Josh",642165,2021,310,193,0.287,0.274,0.28,0.269,63.12166122154,59.4850529994284
"VanMeter, Josh",642165,2022,192,128,0.251,0.288,0.3,0.277,44.2551914464814,39.9283468885768
"Wade, Tyler",642180,2020,104,68,0.271,0.31,0.311,0.306,21.829553673448,21.3197645612545
"Wade, Tyler",642180,2021,141,87,0.304,0.254,0.263,0.258,25.8191367199439,25.1466677931101
"Wade, Tyler",642180,2022,158,119,0.247,0.248,0.283,0.286,36.9687731395042,37.5117315441245
"Wade, Tyler",642180,2023,54,38,0.278,0.246,0.253,0.23,11.5365961125814,10.3392634298936
"White, Eli",642201,2020,52,33,0.207,0.262,0.262,0.256,11.5011716555395,11.2243351606247
"White, Eli",642201,2021,220,132,0.253,0.249,0.259,0.26,41.6760747767143,41.858341771887
"White, Eli",642201,2022,117,65,0.26,0.255,0.277,0.274,24.733056187197,24.3552035077749
"Widener, Taylor",642203,2021,17,6,0.092,0.076,0.093,0.076,0.886132552257345,0.591263385991245
"Williams, Justin",642211,2021,132,72,0.229,0.316,0.309,0.303,31.7144025889117,30.8913281122061
"Wilson, Weston",642215,2023,22,11,0.441,0.429,0.438,0.439,5.43007863084749,5.45233445024174
"Wong, Kean",642221,2021,62,46,0.187,0.25,0.283,0.248,16.1267881696336,13.9747234246009
"Mejía, Francisco",642336,2020,42,30,0.149,0.193,0.182,0.194,5.53363636014709,6.06509660179073
"Mejía, Francisco",642336,2021,276,204,0.32,0.285,0.295,0.291,64.6818590329828,63.5602545334839
"Mejía, Francisco",642336,2022,299,225,0.279,0.262,0.275,0.282,75.9819333215608,77.9254205919383
"Mejía, Francisco",642336,2023,159,115,0.28,0.243,0.251,0.25,35.0378563825273,34.8578155671411
"Siri, Jose",642350,2021,49,29,0.401,0.378,0.384,0.369,16.7131192062486,15.9802331027527
"Siri, Jose",642350,2022,325,194,0.268,0.261,0.274,0.278,73.0739047938953,74.3825229569571
"Siri, Jose",642350,2023,361,211,0.319,0.298,0.309,0.316,96.6875788244796,99.4993835120965
"Sierra, Magneuris",642423,2020,50,37,0.307,0.296,0.304,0.296,10.9887462550924,10.6092290212154
"Sierra, Magneuris",642423,2021,219,159,0.239,0.24,0.251,0.244,47.178595693891,45.70276548999
"Sierra, Magneuris",642423,2022,95,67,0.195,0.212,0.229,0.226,18.9995928558924,18.68310233279
"Barrera, Luis",642456,2022,85,61,0.28,0.257,0.28,0.289,18.9006441999773,19.7046234754185
"Peralta, Freddy",642547,2021,43,21,0.096,0.137,0.157,0.139,6.04918923519108,5.2937765731607
"Rosario, Amed",642708,2020,145,107,0.277,0.261,0.27,0.265,36.3186509949707,35.623705212282
"Rosario, Amed",642708,2021,584,430,0.315,0.3,0.317,0.319,161.15883029717,162.622079717308
"Rosario, Amed",642708,2022,669,529,0.311,0.31,0.33,0.325,200.434759685849,197.008192309167
"Rosario, Amed",642708,2023,544,413,0.297,0.305,0.319,0.311,150.990226650322,147.010114856832
"Adames, Willy",642715,2020,204,110,0.347,0.307,0.31,0.313,49.1840981994646,49.7532425936696
"Adames, Willy",642715,2021,554,342,0.349,0.325,0.333,0.33,145.506134686758,143.864837331261
"Adames, Willy",642715,2022,614,401,0.325,0.323,0.338,0.342,174.583841245744,177.249440472297
"Adames, Willy",642715,2023,637,393,0.311,0.335,0.343,0.348,165.373480725542,168.262299014651
"Gutiérrez, Kelvin",642721,2021,294,195,0.27,0.263,0.278,0.279,65.7079430109646,65.9183453784236
"Gutiérrez, Kelvin",642721,2022,32,19,0.208,0.284,0.302,0.268,6.85304016401062,5.76180979674567
"Alcántara, Sergio",642727,2020,23,17,0.253,0.2,0.208,0.216,3.37476583241302,3.56424807692105
"Alcántara, Sergio",642727,2021,252,149,0.279,0.275,0.286,0.274,50.976664064556,47.9407549046736
"Alcántara, Sergio",642727,2022,222,154,0.269,0.244,0.261,0.261,48.8202468672259,48.7824744432706
"Estrada, Thairo",642731,2020,52,29,0.212,0.25,0.238,0.231,9.59582353161477,9.19125253103672
"Estrada, Thairo",642731,2021,131,98,0.346,0.313,0.324,0.347,35.4514159988312,38.4889916093202
"Estrada, Thairo",642731,2022,538,403,0.317,0.299,0.32,0.325,139.354723947722,141.879746356506
"Estrada, Thairo",642731,2023,527,375,0.316,0.292,0.306,0.318,138.602681980867,145.212880948702
"Leyba, Domingo",642736,2021,96,64,0.172,0.236,0.242,0.222,16.9461341659667,14.9734716169885
"Basabe, Luis Alexander",642772,2020,18,9,0.253,0.281,0.282,0.267,2.27753427670314,2.00448181434294
"Wynns, Austin",642851,2021,138,100,0.236,0.242,0.255,0.256,29.598859467194,29.6874994485261
"Wynns, Austin",642851,2022,176,126,0.298,0.267,0.282,0.278,40.4777522071906,39.8420200636578
"Wynns, Austin",642851,2023,141,94,0.245,0.224,0.239,0.234,26.020524056025,25.2645879405735
"Benintendi, Andrew",643217,2020,50,22,0.241,0.278,0.287,0.281,5.95559695014237,5.67297231911339
"Benintendi, Andrew",643217,2021,537,403,0.328,0.331,0.339,0.338,155.602243148291,154.913166123874
"Benintendi, Andrew",643217,2022,520,390,0.342,0.334,0.352,0.345,145.060356881576,141.595212560846
"Benintendi, Andrew",643217,2023,613,476,0.299,0.31,0.319,0.302,161.500606006537,150.814941753018
"Brault, Steven",643230,2021,6,6,0.207,0.111,0.185,0.122,1.10873876631413,0.731552759890153
"Cooper, Garrett",643265,2020,133,89,0.365,0.383,0.387,0.379,42.3441312417313,41.2628768149398
"Cooper, Garrett",643265,2021,250,148,0.367,0.362,0.371,0.381,68.9743780761369,71.5209715584705
"Cooper, Garrett",643265,2022,468,298,0.33,0.341,0.352,0.357,129.640514476451,131.872156306716
"Cooper, Garrett",643265,2023,457,292,0.313,0.318,0.326,0.324,125.943489236185,125.195167428352
"Craig, Will",643269,2021,64,38,0.251,0.226,0.229,0.247,11.8626172510673,13.0357912205308
"Dubón, Mauricio",643289,2020,176,124,0.318,0.319,0.314,0.308,44.0409771130379,43.0685376450728
"Dubón, Mauricio",643289,2021,185,136,0.278,0.273,0.284,0.282,46.9043153618369,46.4802977772406
"Dubón, Mauricio",643289,2022,262,221,0.248,0.272,0.295,0.277,67.3623776367544,62.7373330410271
"Dubón, Mauricio",643289,2023,489,397,0.311,0.303,0.316,0.316,139.316443950936,139.01282344034
"Hamilton, Caleb",643348,2022,22,5,0.219,0.222,0.249,0.246,2.67120953230026,2.6114639022785
"Jansen, Danny",643376,2020,143,92,0.3,0.354,0.359,0.349,35.2010738838171,33.7627577735778
"Jansen, Danny",643376,2021,202,139,0.329,0.333,0.349,0.36,56.4293043821865,58.7956836026399
"Jansen, Danny",643376,2022,246,175,0.364,0.366,0.387,0.379,76.3856884275814,74.3301635152481
"Jansen, Danny",643376,2023,298,204,0.336,0.316,0.323,0.34,73.7775060268998,78.9942218522991
"Kemp, Tony",643393,2020,113,82,0.307,0.329,0.333,0.329,24.9852756638963,24.5464160757031
"Kemp, Tony",643393,2021,391,286,0.351,0.321,0.333,0.33,89.4122895208541,88.3535518881726
"Kemp, Tony",643393,2022,552,434,0.287,0.267,0.284,0.27,119.556868828982,111.986999360562
"Kemp, Tony",643393,2023,411,328,0.276,0.297,0.313,0.297,93.5449318346331,87.0582414022378
"Kiner-Falefa, Isiah",643396,2020,228,180,0.307,0.294,0.301,0.3,57.36737006098,57.1631122011876
"Kiner-Falefa, Isiah",643396,2021,673,547,0.293,0.292,0.308,0.306,181.055600751071,179.764752154592
"Kiner-Falefa, Isiah",643396,2022,525,418,0.285,0.29,0.31,0.311,135.969273771045,136.683317454105
"Kiner-Falefa, Isiah",643396,2023,360,260,0.286,0.295,0.307,0.308,88.9434202766211,89.0586632688264
"Long Jr., Shed",643418,2020,127,79,0.238,0.248,0.254,0.255,24.516190250618,24.6709582621392
"Long Jr., Shed",643418,2021,120,73,0.268,0.26,0.269,0.279,26.033985098148,27.1928448529021
"McBroom, Ryan",643436,2020,85,51,0.33,0.3,0.297,0.314,22.4574806948873,23.899394537136
"McBroom, Ryan",643436,2021,9,2,0.272,0.146,0.148,0.158,0.633391463102635,0.720464812950929
"McNeil, Jeff",643446,2020,206,161,0.36,0.337,0.337,0.332,54.7239598765053,53.6956411681482
"McNeil, Jeff",643446,2021,424,327,0.301,0.315,0.326,0.32,110.906335970456,108.244127740429
"McNeil, Jeff",643446,2022,588,476,0.365,0.323,0.341,0.342,165.244242727382,166.099665042843
"McNeil, Jeff",643446,2023,644,525,0.314,0.294,0.309,0.311,159.008799078404,160.145819100763
"Schwindel, Frank",643524,2021,255,199,0.403,0.332,0.343,0.338,76.8386244884096,75.7544725412036
"Schwindel, Frank",643524,2022,289,213,0.278,0.278,0.288,0.295,70.6141868230466,72.5537111882251
"Tauchman, Mike",643565,2020,107,69,0.286,0.3,0.304,0.302,24.155720439905,23.9357223841019
"Tauchman, Mike",643565,2021,189,108,0.26,0.276,0.28,0.283,36.0382892625447,36.6609300656453
"Tauchman, Mike",643565,2023,399,254,0.33,0.345,0.349,0.345,97.8420170825989,96.4649677127901
"Chang, Yu",644374,2020,13,7,0.243,0.273,0.271,0.253,2.12630550388369,1.89223114992918
"Chang, Yu",644374,2021,250,168,0.294,0.282,0.291,0.303,63.5461077820608,66.547669586593
"Chang, Yu",644374,2022,190,111,0.273,0.29,0.302,0.292,43.4628589604874,41.3906814219906
"Chang, Yu",644374,2023,109,72,0.236,0.258,0.278,0.281,26.772069090445,27.1698226451959
"Tromp, Chadwick",644433,2020,64,43,0.264,0.235,0.234,0.242,14.2801050461027,14.8024172906848
"Alcantara, Sandy",645261,2021,61,14,0.079,0.087,0.109,0.096,3.86854077518352,3.06161909685543
"Albies, Ozzie",645277,2020,124,88,0.329,0.294,0.292,0.259,31.9779310533401,27.9002195586687
"Albies, Ozzie",645277,2021,682,505,0.336,0.329,0.335,0.335,194.903704136422,194.984083389147
"Albies, Ozzie",645277,2022,269,204,0.305,0.294,0.306,0.306,69.6734905404477,69.7152459428359
"Albies, Ozzie",645277,2023,656,495,0.358,0.34,0.351,0.351,193.683618680707,193.851737285778
"Robles, Victor",645302,2020,188,118,0.273,0.262,0.264,0.277,37.1069749504012,39.3992115990047
"Robles, Victor",645302,2021,362,235,0.274,0.288,0.298,0.297,75.8383097275552,75.1968839145107
"Robles, Victor",645302,2022,396,277,0.26,0.244,0.27,0.265,88.5410384668726,86.7810356021576
"Robles, Victor",645302,2023,122,93,0.338,0.322,0.344,0.333,31.410790625403,30.1732456363569
"Herrera, Jose",645444,2022,120,81,0.213,0.186,0.209,0.193,18.8153489542177,16.9031988618666
"Herrera, Jose",645444,2023,115,77,0.256,0.26,0.286,0.272,23.7781842399632,22.1544595085832
"Ford, Mike",645801,2020,84,59,0.224,0.315,0.317,0.306,20.365169709233,19.3707259932386
"Ford, Mike",645801,2021,71,37,0.254,0.317,0.318,0.289,14.8722166422189,12.8140760700343
"Ford, Mike",645801,2022,149,91,0.28,0.279,0.289,0.284,30.4651279277235,29.7228076206439
"Ford, Mike",645801,2023,250,139,0.343,0.315,0.323,0.345,59.1009260625553,64.4374210662721
"Devers, Rafael",646240,2020,247,163,0.337,0.328,0.326,0.338,69.3438336995378,72.2481384080386
"Devers, Rafael",646240,2021,656,451,0.373,0.394,0.402,0.394,220.197112985932,214.90595796282
"Devers, Rafael",646240,2022,601,442,0.373,0.361,0.373,0.382,192.883574114726,198.229923392399
"Devers, Rafael",646240,2023,644,456,0.359,0.38,0.388,0.384,206.056403732003,203.32213895052
"Naylor, Josh",647304,2020,104,84,0.274,0.309,0.309,0.3,27.9534487126451,26.9651286431997
"Naylor, Josh",647304,2021,249,187,0.302,0.311,0.32,0.327,69.202397751795,70.838631366381
"Naylor, Josh",647304,2022,492,372,0.331,0.327,0.343,0.345,140.660735593114,141.589518243745
"Naylor, Josh",647304,2023,484,388,0.354,0.346,0.356,0.357,153.534782993042,153.647360054109
"Toro, Abraham",647351,2020,97,64,0.234,0.284,0.283,0.284,20.4893903266036,20.5552402145705
"Toro, Abraham",647351,2021,373,281,0.303,0.323,0.334,0.338,98.0850592337826,99.5578606128076
"Toro, Abraham",647351,2022,351,263,0.246,0.284,0.296,0.287,87.6798573967581,84.7924534038934
"Toro, Abraham",647351,2023,21,13,0.544,0.475,0.476,0.487,7.89779573594491,8.1285124665805
"Díaz, Aledmys",649557,2020,59,46,0.307,0.287,0.279,0.324,15.7762653185082,18.4428060558425
"Díaz, Aledmys",649557,2021,316,232,0.311,0.319,0.324,0.33,86.8609500145426,88.7992549281977
"Díaz, Aledmys",649557,2022,326,253,0.301,0.308,0.322,0.315,90.9762311529396,88.7421526925433
"Díaz, Aledmys",649557,2023,339,254,0.268,0.271,0.276,0.276,78.2767860568302,78.1910358893881
"Urías, Luis",649966,2020,119,76,0.273,0.27,0.276,0.278,25.127077362293,25.3526570713328
"Urías, Luis",649966,2021,566,378,0.34,0.333,0.34,0.346,143.422765868296,146.927963895214
"Urías, Luis",649966,2022,470,310,0.327,0.326,0.335,0.342,114.848480167604,117.936562656237
